SAMPLE_ID	mutations	cna
TARGET-10-PAPALF-09	NA	WXS/WGS
TARGET-10-PAPALK-09	NA	WXS/WGS
TARGET-10-PAPAMB-09	NA	WXS/WGS
TARGET-10-PAPAME-09	NA	WXS/WGS
TARGET-10-PAPAMX-09	NA	NA
TARGET-10-PAPAMY-09	NA	WXS/WGS
TARGET-10-PAPAPG-09	NA	WXS/WGS
TARGET-10-PAPAPK-09	NA	WXS/WGS
TARGET-10-PAPARB-03	NA	WXS/WGS
TARGET-10-PAPASX-09	NA	WXS/WGS
TARGET-10-PAPATR-03	NA	WXS/WGS
TARGET-10-PAPAVC-09	NA	WXS/WGS
TARGET-10-PAPAVK-09	NA	WXS/WGS
TARGET-10-PAPAWB-03	NA	WXS/WGS
TARGET-10-PAPAWK-09	NA	WXS/WGS
TARGET-10-PAPAWY-09	NA	WXS/WGS
TARGET-10-PAPAZL-09	NA	WXS/WGS
TARGET-10-PAPBCF-09	NA	WXS/WGS
TARGET-10-PAPBCI-09	NA	WXS/WGS
TARGET-10-PAPBDE-03	NA	WXS/WGS
TARGET-10-PAPBDI-09	NA	WXS/WGS
TARGET-10-PAPBDM-09	NA	WXS/WGS
TARGET-10-PAPBDR-03	NA	WXS/WGS
TARGET-10-PAPBIK-09	NA	WXS/WGS
TARGET-10-PAPBKV-09	NA	WXS/WGS
TARGET-10-PAPBMI-09	NA	WXS/WGS
TARGET-10-PAPBRW-09	NA	WXS/WGS
TARGET-10-PAPBSB-09	NA	WXS/WGS
TARGET-10-PAPBTG-09	NA	WXS/WGS
TARGET-10-PAPBTM-09	NA	WXS/WGS
TARGET-10-PAPBUR-09	NA	WXS/WGS
TARGET-10-PAPBUS-09	NA	WXS/WGS
TARGET-10-PAPBWZ-09	NA	WXS/WGS
TARGET-10-PAPBYJ-09	NA	WXS/WGS
TARGET-10-PAPBYL-09	NA	WXS/WGS
TARGET-10-PAPBYU-09	NA	WXS/WGS
TARGET-10-PAPCAF-09	NA	WXS/WGS
TARGET-10-PAPCBT-09	NA	WXS/WGS
TARGET-10-PAPCCB-03	NA	WXS/WGS
TARGET-10-PAPCDC-09	NA	WXS/WGS
TARGET-10-PAPCDE-09	NA	WXS/WGS
TARGET-10-PAPCFS-09	NA	WXS/WGS
TARGET-10-PAPCGH-09	NA	WXS/WGS
TARGET-10-PAPCGZ-09	NA	WXS/WGS
TARGET-10-PAPCHT-09	NA	WXS/WGS
TARGET-10-PAPCJB-03	NA	WXS/WGS
TARGET-10-PAPCKW-09	NA	WXS/WGS
TARGET-10-PAPCNG-09	NA	WXS/WGS
TARGET-10-PAPCNR-09	NA	WXS/WGS
TARGET-10-PAPCSR-09	NA	WXS/WGS
TARGET-10-PAPCVV-09	NA	WXS/WGS
TARGET-10-PAPCWJ-09	NA	WXS/WGS
TARGET-10-PAPCWN-09	NA	WXS/WGS
TARGET-10-PAPCYX-09	NA	WXS/WGS
TARGET-10-PAPDAU-09	NA	WXS/WGS
TARGET-10-PAPDBE-09	NA	WXS/WGS
TARGET-10-PAPDCC-09	NA	WXS/WGS
TARGET-10-PAPDCH-09	NA	WXS/WGS
TARGET-10-PAPDCK-09	NA	WXS/WGS
TARGET-10-PAPDCR-09	NA	WXS/WGS
TARGET-10-PAPDCU-09	NA	WXS/WGS
TARGET-10-PAPDGF-09	NA	WXS/WGS
TARGET-10-PAPDGX-09	NA	WXS/WGS
TARGET-10-PAPDHD-03	NA	WXS/WGS
TARGET-10-PAPDIZ-03	NA	WXS/WGS
TARGET-10-PAPDJT-09	NA	WXS/WGS
TARGET-10-PAPDKG-09	NA	WXS/WGS
TARGET-10-PAPDLH-09	NA	WXS/WGS
TARGET-10-PAPDRD-09	NA	WXS/WGS
TARGET-10-PAPDRL-09	NA	WXS/WGS
TARGET-10-PAPDRX-09	NA	WXS/WGS
TARGET-10-PAPDTN-09	NA	WXS/WGS
TARGET-10-PAPDVA-09	NA	WXS/WGS
TARGET-10-PAPDVF-09	NA	WXS/WGS
TARGET-10-PAPDVX-09	NA	WXS/WGS
TARGET-10-PAPDXF-09	NA	WXS/WGS
TARGET-10-PAPDXH-09	NA	WXS/WGS
TARGET-10-PAPDXN-09	NA	WXS/WGS
TARGET-10-PAPDZD-09	NA	WXS/WGS
TARGET-10-PAPECI-09	NA	WXS/WGS
TARGET-10-PAPECK-09	NA	WXS/WGS
TARGET-10-PAPECV-09	NA	WXS/WGS
TARGET-10-PAPEET-09	NA	WXS/WGS
TARGET-10-PAPEHX-09	NA	WXS/WGS
TARGET-10-PAPEHY-09	NA	WXS/WGS
TARGET-10-PAPEIC-09	NA	WXS/WGS
TARGET-10-PAPELV-09	NA	WXS/WGS
TARGET-10-PAPELY-09	NA	WXS/WGS
TARGET-10-PAPENI-09	NA	WXS/WGS
TARGET-10-PAPEPP-09	NA	WXS/WGS
TARGET-10-PAPEPR-09	NA	WXS/WGS
TARGET-10-PAPERK-09	NA	WXS/WGS
TARGET-10-PAPERV-09	NA	WXS/WGS
TARGET-10-PAPETT-09	NA	WXS/WGS
TARGET-10-PAPEUN-09	NA	WXS/WGS
TARGET-10-PAPEUY-09	NA	WXS/WGS
TARGET-10-PAPEVU-09	NA	WXS/WGS
TARGET-10-PAPEWA-09	NA	WXS/WGS
TARGET-10-PAPEWV-09	NA	WXS/WGS
TARGET-10-PAPEXA-09	NA	WXS/WGS
TARGET-10-PAPEXI-09	NA	WXS/WGS
TARGET-10-PAPEYA-09	NA	WXS/WGS
TARGET-10-PAPEYT-09	NA	WXS/WGS
TARGET-10-PAPEZS-09	NA	WXS/WGS
TARGET-10-PAPEZX-09	NA	WXS/WGS
TARGET-10-PAPFCM-09	NA	WXS/WGS
TARGET-10-PAPFCS-09	NA	WXS/WGS
TARGET-10-PAPFEG-09	NA	WXS/WGS
TARGET-10-PAPFEK-09	NA	WXS/WGS
TARGET-10-PAPFEL-09	NA	WXS/WGS
TARGET-10-PAPFFK-09	NA	WXS/WGS
TARGET-10-PAPFGA-09	NA	WXS/WGS
TARGET-10-PAPFGV-09	NA	WXS/WGS
TARGET-10-PAPFGW-09	NA	WXS/WGS
TARGET-10-PAPFHD-09	NA	WXS/WGS
TARGET-10-PAPFHJ-09	NA	WXS/WGS
TARGET-10-PAPFHP-09	NA	WXS/WGS
TARGET-10-PAPFHT-09	NA	WXS/WGS
TARGET-10-PAPFIB-09	NA	WXS/WGS
TARGET-10-PAPFIW-09	NA	WXS/WGS
TARGET-10-PAPFJA-09	NA	WXS/WGS
TARGET-10-PAPFJB-09	NA	WXS/WGS
TARGET-10-PAPFKS-09	NA	NA
TARGET-10-PAPFLI-09	NA	WXS/WGS
TARGET-10-PAPFMB-09	NA	WXS/WGS
TARGET-10-PAPFNA-09	NA	WXS/WGS
TARGET-10-PAPFNN-03	NA	WXS/WGS
TARGET-10-PAPFPR-09	NA	WXS/WGS
TARGET-10-PAPFPU-03	NA	WXS/WGS
TARGET-10-PAPFWE-09	NA	WXS/WGS
TARGET-10-PAPFWZ-09	NA	WXS/WGS
TARGET-10-PAPFXN-09	NA	NA
TARGET-10-PAPFYW-09	NA	WXS/WGS
TARGET-10-PAPFYX-09	NA	WXS/WGS
TARGET-10-PAPFZD-09	NA	WXS/WGS
TARGET-10-PAPFZJ-09	NA	WXS/WGS
TARGET-10-PAPGAA-09	NA	WXS/WGS
TARGET-10-PAPGBY-09	NA	NA
TARGET-10-PAPGDR-09	NA	WXS/WGS
TARGET-10-PAPGEJ-09	NA	WXS/WGS
TARGET-10-PAPGGT-03	NA	WXS/WGS
TARGET-10-PAPGHE-09	NA	WXS/WGS
TARGET-10-PAPGIZ-09	NA	WXS/WGS
TARGET-10-PAPGLJ-09	NA	WXS/WGS
TARGET-10-PAPGMC-09	NA	WXS/WGS
TARGET-10-PAPGME-09	NA	WXS/WGS
TARGET-10-PAPGNK-09	NA	WXS/WGS
TARGET-10-PAPGPJ-09	NA	WXS/WGS
TARGET-10-PAPGPW-09	NA	WXS/WGS
TARGET-10-PAPGPZ-09	NA	WXS/WGS
TARGET-10-PAPGRA-09	NA	WXS/WGS
TARGET-10-PAPGRM-09	NA	WXS/WGS
TARGET-10-PAPGRZ-03	NA	WXS/WGS
TARGET-10-PAPGXB-09	NA	WXS/WGS
TARGET-10-PAPGZL-09	NA	WXS/WGS
TARGET-10-PAPHAG-09	NA	WXS/WGS
TARGET-10-PAPHBN-09	NA	WXS/WGS
TARGET-10-PAPHCD-09	NA	WXS/WGS
TARGET-10-PAPHDH-09	NA	WXS/WGS
TARGET-10-PAPHEV-09	NA	WXS/WGS
TARGET-10-PAPHHE-09	NA	WXS/WGS
TARGET-10-PAPHHF-09	NA	WXS/WGS
TARGET-10-PAPHJS-09	NA	WXS/WGS
TARGET-10-PAPHLA-09	NA	NA
TARGET-10-PAPHLJ-09	NA	WXS/WGS
TARGET-10-PAPHMI-09	NA	WXS/WGS
TARGET-10-PAPHNS-09	NA	WXS/WGS
TARGET-10-PAPHPX-09	NA	NA
TARGET-10-PAPHSV-09	NA	WXS/WGS
TARGET-10-PAPHTZ-09	NA	WXS/WGS
TARGET-10-PAPHVX-09	NA	NA
TARGET-10-PAPHWJ-09	NA	WXS/WGS
TARGET-10-PAPHXH-09	NA	NA
TARGET-10-PAPHYH-09	NA	WXS/WGS
TARGET-10-PAPHYN-09	NA	WXS/WGS
TARGET-10-PAPHYY-03	NA	WXS/WGS
TARGET-10-PAPHZT-09	NA	WXS/WGS
TARGET-10-PAPIAH-09	NA	NA
TARGET-10-PAPIBW-09	NA	WXS/WGS
TARGET-10-PAPIDE-03	NA	NA
TARGET-10-PAPIDR-09	NA	WXS/WGS
TARGET-10-PAPIDV-09	NA	WXS/WGS
TARGET-10-PAPIGH-09	NA	WXS/WGS
TARGET-10-PAPIGJ-09	NA	WXS/WGS
TARGET-10-PAPIHV-09	NA	WXS/WGS
TARGET-10-PAPIHY-03	NA	WXS/WGS
TARGET-10-PAPIII-09	NA	WXS/WGS
TARGET-10-PAPIJF-09	NA	WXS/WGS
TARGET-10-PAPIKR-09	NA	WXS/WGS
TARGET-10-PAPIKU-09	NA	WXS/WGS
TARGET-10-PAPIKY-09	NA	WXS/WGS
TARGET-10-PAPILB-09	NA	NA
TARGET-10-PAPIMH-09	NA	WXS/WGS
TARGET-10-PAPIML-09	NA	WXS/WGS
TARGET-10-PAPIRD-09	NA	WXS/WGS
TARGET-10-PAPRYB-09	NA	NA
TARGET-10-PAPRYB-04	NA	NA
TARGET-10-PARBDN-09	NA	NA
TARGET-10-PARNFY-04	NA	NA
TARGET-10-PARPRD-09	NA	NA
TARGET-10-PARSRH-09	NA	NA
TARGET-10-PARTXF-04	NA	NA
